entropy	bwo
-0.005458215195919047	0.0004680018212538384
-0.013448184344389214	-0.0019177189689385532
-0.010383541487711812	-0.0038921085884080497
0.008553210984850734	0.0017019953334223015
-0.005733726954229912	-0.0004369267543363753
-0.006452227960965118	-0.008169952763925292
-0.007820017884583308	-0.0004369267543363753
-0.002332834749505963	0.008036495362553686
0.01150181722033028	0.005321709635783156
-0.004927997361763969	-0.0064423618468896215
-0.009879295041161473	-0.007511822890768793
-0.006544189712548887	-0.003809842354263515
-0.010748110990763893	-0.002164517671372157
-0.008691522103714489	-0.006360095612744976
-0.010528156789555432	-0.0018354527347939076
-0.011325153312663705	-0.008745816402937256
0.008184577689717587	-0.002411316373805872
0.02047698909448603	0.0067202356162407995
0.007295203988969323	0.005157177167494087
0.003654389099837285	0.00022120311882012356
0.014062718758568904	0.0035941187187473744
0.006502783245351251	0.0026891901431571608
-0.0070574343898914815	-0.006524628081034156
-0.007609744592431467	0.0033473200163136596
-0.008213476081945448	-0.00010786181775812587
-0.0007396584404895101	0.0012906641626995174
0.0027017746836477396	0.0017019953334223015
0.004323974922110008	0.0037586511870364436
-0.0031541313083556233	0.0010438654602658026
0.01219731139712632	0.004745845996771192
-0.021249205859009246	-0.007018225485901475
-0.0018124391391249883	-0.0008482579250591593
0.0049897524827495765	0.004663579762626657
-0.0024619086044224137	0.0003857355871093038
-0.015236261329138356	-0.007594089124913328
-0.0055315001458760005	-0.00339851118354062
-6.070039263317284e-05	-0.007840887827347043
0.00818162561568081	-0.0018354527347939076
0.0006689806123931774	-0.0011773228616374087
0.0024824242233907334	-0.0004369267543363753
0.00929945663733922	0.0012906641626995174
-0.002814768376015575	-0.0014241215640711236
0.002813790997993726	0.003923183655325624
0.01764310216817888	0.008694625235710185
-0.0007858996653100636	0.0018665278017114817
0.008951544502628694	0.00013893688467558896
0.004057583542790066	-0.0009305241592036939
0.0017596232239078802	0.004499047294337588
0.00022587987755740002	-0.0030694462469623707
0.010330823311742066	0.005568508338216871
0.0037761255626145296	-0.0014241215640711236
0.008899149716920407	-0.001999985203083088
0.007465059726855294	0.0017019953334223015
-0.008185862508485187	0.003923183655325624
-0.0032830588103911484	0.00013893688467558896
-0.0013270590261396098	-0.001341855329926589
-0.007439296510905136	-0.005455167037154762
0.010123841394273914	0.006308904445517904
0.010095171088975174	0.003923183655325624
-0.006658759191441321	-0.004714770929853729
-0.006318490452223546	0.00022120311882012356
0.01524827705242715	0.000550268055398484
0.00019447640112857378	-0.001999985203083088
-0.004288025242404014	-0.0009305241592036939
