entropy	bwo
0.04198238735672166	0.00816282177432226
-0.04359077243048115	-0.008256647311958187
-0.07862798973560792	-0.01544016503720591
-0.08681197065498203	-0.018518815490883522
-0.013054361983968032	-0.006204213676173187
-0.0015729127637387208	-4.69127688179638e-05
0.0159307126753766	0.0020055208669670366
0.030589687746828353	0.005084171320644648
0.013096931910992371	0.005084171320644648
-0.02628923199330424	-0.0031255632224955754
0.03338057058382726	0.005084171320644648
-0.002684659065986472	0.0020055208669670366
0.003030812572931141	0.0009793040490746474
0.052745216854779065	0.012267689045892483
-0.03117097473188657	-0.008256647311958187
-0.06446955207717753	-0.0144139482193133
-0.08743371815770096	-0.018518815490883522
0.024497575037341512	0.005084171320644648
-0.018592365018810564	0.0009793040490746474
0.04934305925090143	0.0071366049564297596
-0.023765614366200616	-0.006204213676173187
-0.03447570737545702	-0.007230430494065687
-0.004801372362297829	-0.002099346404602964
0.03622307727373997	0.006110388138537259
-0.022783120816961877	-0.007230430494065687
0.05359282388389719	0.003031737684859648
-0.009323101366560893	-4.69127688179638e-05
0.04572705896944884	0.0020055208669670366
-0.04277323889432105	-0.011335297765635799
-0.029398375931276255	-0.004151780040388076
-0.03326342568628804	-0.008256647311958187
-0.006779647330049543	0.006110388138537259
-0.08419618305452103	-0.023649899580346134
-0.05932743869792201	-0.01646638185509841
0.035859873392337094	0.003031737684859648
0.05215099281442226	0.00816282177432226
0.02548379021335556	0.0020055208669670366
-0.06685368686549487	-0.010309080947743188
0.02925407856359763	0.00816282177432226
-0.029384904361326014	-0.006204213676173187
-0.0025150513375236105	0.005084171320644648
-0.014464698564523926	-0.005177996858280576
-0.017577894219729773	-0.002099346404602964
0.03018035958989329	0.00816282177432226
0.03751924143175034	0.00816282177432226
-0.0047322899055975975	0.003031737684859648
-0.04242223036678827	-0.008256647311958187
0.07341875724108948	0.020477423589032595
-0.03970171890352836	-0.01544016503720591
-0.0008442999399168594	0.0009793040490746474
0.0010106663549823702	-0.002099346404602964
-0.030066173948466557	-0.004151780040388076
0.06198687701318195	0.014320122681677483
-0.06262234775916176	-0.012361514583528299
0.14157504806025978	0.026634724496387818
0.0724404536059543	0.017398773135355095
0.10695849917748612	0.018424989953247595
-0.03684274989435532	-0.005177996858280576
0.0858721126681875	0.010215255410107371
-0.10602587556340015	-0.01749259867299091
0.1072940952954562	0.023556074042710207
0.010595477690314548	0.005084171320644648
0.018719063027705762	0.005084171320644648
0.06324998787907621	0.00816282177432226
0.02987245886987855	0.011241472227999871
0.008001289632303399	0.005084171320644648
-0.1483075016324682	-0.026728550034023746
-0.02506436431962744	-0.008256647311958187
-0.07615022226137869	-0.008256647311958187
0.04166528552163007	0.009189038592214871
-0.07452923034959247	-0.0133877314014208
0.005846348160851944	-4.69127688179638e-05
-0.0005650831910491982	-0.002099346404602964
0.019326620222221536	0.003031737684859648
0.01563990184251407	0.0071366049564297596
-0.014704606954049404	-0.002099346404602964
-0.09570903939558595	-0.020571249126668523
0.04832823408889797	0.010215255410107371
-0.006003639026845087	0.0009793040490746474
-0.06177459596787915	-0.0133877314014208
-0.03046212235335022	-0.005177996858280576
0.04557416180997986	0.010215255410107371
0.0741934457443908	0.014320122681677483
-0.04231958129281588	-0.006204213676173187
0.0008343492848498224	0.0020055208669670366
0.040400031050753626	0.013293905863784983
0.009905727436416711	0.0020055208669670366
-0.03081750905081082	-0.004151780040388076
0.043848380564810885	0.013293905863784983
0.0016245310314723094	0.003031737684859648
0.0009749136665668789	-0.001073129586710464
-0.004896537374214027	0.005084171320644648
0.028457145033019327	0.011241472227999871
0.05322463973688962	0.009189038592214871
0.05467230694842906	0.0071366049564297596
0.04388662533661469	0.009189038592214871
0.015194682960339323	0.0020055208669670366
0.009005194826303797	-0.001073129586710464
-0.008835756020939889	-0.004151780040388076
-0.02098823333406219	-0.005177996858280576
0.06482942501741074	0.006110388138537259
0.042880968958516785	0.0071366049564297596
0.012016425528672214	0.003031737684859648
